Date,SPX,GLD,USO,SLV,EUR/USD,Price,Volume,Market_Cap
08-03-2010,1120.459961,115.989998,36.91,18.02,1.322506,115.989998,4823,559419.76
08-04-2010,1127.23999,116.720001,36.900002,17.93,1.315807,116.720001,1568,183016.96
08-05-2010,1125.810059,116.980003,36.709999,17.959999,1.318131,116.980003,8026,938881.5
08-09-2010,1127.790039,117.400002,36.529999,17.959999,1.322996,117.400002,6965,817691.01
08-10-2010,1121.060059,117.730003,35.869999,17.969999,1.318496,117.730003,6988,822697.26
08-11-2010,1089.469971,117.339996,34.740002,17.530001,1.284406,117.339996,1445,169556.29
08-12-2010,1083.609985,118.769997,33.919998,17.690001,1.282989,118.769997,8272,982465.42
8/16/2010,1079.380005,119.730003,33.610001,18.0,1.281197,119.730003,4888,585240.25
8/17/2010,1092.540039,119.75,33.869999,18.120001,1.287996,119.75,6631,794062.25
8/18/2010,1094.160034,120.220001,33.68,18.02,1.285645,120.220001,7526,904775.73
8/19/2010,1075.630005,120.389999,33.25,17.92,1.280803,120.389999,3514,423050.46
8/23/2010,1067.359985,119.779999,32.43,17.610001,1.263504,119.779999,9838,1178395.63
8/24/2010,1051.869995,120.360001,31.77,17.99,1.263296,120.360001,2872,345673.92
8/25/2010,1055.329956,121.360001,32.369999,18.540001,1.2664,121.360001,2510,304613.6
8/26/2010,1047.219971,120.959999,32.619999,18.59,1.270648,120.959999,7910,956793.59
8/30/2010,1048.920044,120.910004,33.02,18.629999,1.266592,120.910004,1589,192126.0
8/31/2010,1049.329956,122.080002,31.92,18.93,1.26873,122.080002,9295,1134733.62
09-01-2010,1080.290039,121.690002,32.950001,18.959999,1.280295,121.690002,4705,572551.46
09-02-2010,1090.099976,122.290001,33.389999,19.280001,1.282594,122.290001,8804,1076641.17
09-07-2010,1091.839966,122.699997,32.77,19.360001,1.267797,122.699997,6212,762212.38
09-08-2010,1098.869995,122.709999,33.139999,19.5,1.273204,122.709999,5177,635269.66
09-09-2010,1104.180054,121.559998,32.889999,19.32,1.269309,121.559998,1711,207989.16
9/13/2010,1121.900024,121.620003,34.029999,19.540001,1.2872,121.620003,9111,1108079.85
9/14/2010,1121.099976,124.019997,33.889999,20.049999,1.299174,124.019997,7839,972192.76
9/15/2010,1125.069946,123.940002,33.490002,20.17,1.301507,123.940002,8669,1074435.88
9/16/2010,1124.660034,124.629997,32.98,20.35,1.3076,124.629997,3380,421249.39
9/20/2010,1142.709961,124.870003,33.220001,20.290001,1.306694,124.870003,4205,525078.36
9/21/2010,1139.780029,126.010002,32.650002,20.59,1.325697,126.010002,9753,1228975.55
9/22/2010,1134.280029,126.199997,32.580002,20.709999,1.3391,126.199997,4268,538621.59
9/23/2010,1124.829956,126.300003,32.669998,20.66,1.331913,126.300003,9421,1189872.33
9/27/2010,1142.160034,126.720001,33.240002,20.99,1.343905,126.720001,8950,1134144.01
9/28/2010,1147.699951,127.849998,33.189999,21.290001,1.357092,127.849998,4588,586575.79
9/29/2010,1144.72998,127.949997,33.939999,21.4,1.362806,127.949997,6341,811330.93
9/30/2010,1141.199951,127.910004,34.84,21.309999,1.362212,127.910004,3671,469557.62
10-04-2010,1137.030029,128.460007,35.59,21.51,1.367409,128.460007,8310,1067502.66
10-05-2010,1160.75,130.990005,36.09,22.34,1.383394,130.990005,7471,978626.33
10-06-2010,1159.969971,131.809998,36.279999,22.690001,1.392002,131.809998,2753,362872.92
10-07-2010,1158.060059,130.369995,35.459999,22.02,1.392796,130.369995,4442,579103.52
10-11-2010,1165.319946,132.289993,35.599998,22.780001,1.388021,132.289993,2255,298313.93
10-12-2010,1169.77002,131.960007,35.650002,22.84,1.391692,131.960007,4030,531798.83
10/13/2010,1178.099976,134.070007,36.16,23.49,1.396726,134.070007,3204,429560.3
10/14/2010,1173.810059,134.75,36.0,24.030001,1.407202,134.75,6641,894874.75
10/18/2010,1184.709961,134.279999,36.279999,23.959999,1.393592,134.279999,3231,433858.68
10/19/2010,1165.900024,130.110001,34.619999,22.84,1.373909,130.110001,1452,188919.72
10/20/2010,1178.170044,131.320007,35.59,23.33,1.396317,131.320007,9742,1279319.51
10/21/2010,1180.26001,129.470001,34.849998,22.59,1.391692,129.470001,7574,980605.79
10/25/2010,1185.619995,130.850006,35.57,23.1,1.394895,130.850006,5643,738386.58
10/26/2010,1185.640015,130.880005,35.68,23.280001,1.385425,130.880005,1796,235060.49
10/27/2010,1182.449951,129.520004,35.419998,23.07,1.377809,129.520004,4729,612500.1
10/28/2010,1183.780029,131.240005,35.389999,23.43,1.377809,131.240005,1829,240037.97
11-01-2010,1184.380005,131.919998,35.810001,24.07,1.397507,131.919998,6569,866582.47
11-02-2010,1193.569946,132.490005,36.27,24.309999,1.391091,132.490005,1518,201119.83
11-03-2010,1197.959961,131.570007,36.740002,24.25,1.403607,131.570007,8468,1114134.82
11-04-2010,1221.060059,136.029999,37.490002,25.629999,1.412729,136.029999,7112,967445.35
11-05-2010,1225.849976,136.380005,37.650002,26.200001,1.422799,136.380005,3069,418550.24
11-08-2010,1223.25,137.779999,37.529999,27.15,1.407578,137.779999,4891,673881.98
11-09-2010,1213.400024,135.589996,37.049999,26.18,1.386963,135.589996,6228,844454.5
11-10-2010,1218.709961,137.240005,38.040001,26.719999,1.377202,137.240005,4083,560350.94
11-11-2010,1213.540039,137.660004,37.84,27.110001,1.377562,137.660004,5727,788378.84
11-12-2010,1199.209961,133.690002,36.470001,25.52,1.362101,133.690002,8662,1158022.8
11/15/2010,1197.75,132.419998,36.5,24.93,1.369319,132.419998,3279,434205.17
11/16/2010,1178.339966,130.970001,35.450001,24.93,1.357478,130.970001,4563,597616.11
11/17/2010,1178.589966,130.380005,34.73,25.0,1.349054,130.380005,5103,665329.17
11/18/2010,1196.689941,132.089996,35.5,26.35,1.355399,132.089996,7661,1011941.46
11/19/2010,1199.72998,132.199997,35.220001,26.74,1.365728,132.199997,7839,1036315.78
11/22/2010,1197.839966,133.479996,35.049999,27.17,1.374438,133.479996,9226,1231486.44
11/23/2010,1180.72998,134.410004,34.950001,26.870001,1.360193,134.410004,2326,312637.67
11/24/2010,1198.349976,134.179993,36.080002,26.940001,1.338634,134.179993,8711,1168841.92
11/26/2010,1189.400024,133.110001,35.970001,26.129999,1.333974,133.110001,6569,874399.6
11/29/2010,1187.76001,133.509995,36.779999,26.549999,1.323802,133.509995,7463,996385.09
11/30/2010,1180.550049,135.419998,36.040001,27.440001,1.310393,135.419998,5633,762820.85
12-01-2010,1206.069946,135.380005,37.200001,27.809999,1.299207,135.380005,7443,1007633.38
12-02-2010,1221.530029,135.199997,37.77,27.93,1.312491,135.199997,6864,928012.78
12-03-2010,1224.709961,138.070007,38.310001,28.6,1.321598,138.070007,9137,1261545.65
12-06-2010,1223.119995,139.110001,38.220001,29.51,1.341598,139.110001,8381,1165880.92
12-07-2010,1223.75,136.5,37.799999,28.08,1.328692,136.5,9279,1266583.5
12-08-2010,1228.280029,134.789993,37.959999,27.700001,1.324468,134.789993,8177,1102177.77
12-09-2010,1233.0,135.369995,37.939999,28.030001,1.325082,135.369995,4885,661282.43
12-10-2010,1240.400024,135.410004,37.66,27.98,1.324205,135.410004,9519,1288967.83
12/13/2010,1240.459961,136.050003,37.889999,28.870001,1.319714,136.050003,3627,493453.36
12/14/2010,1241.589966,136.179993,37.900002,28.809999,1.339549,136.179993,7815,1064246.65
12/15/2010,1235.22998,134.699997,37.990002,28.08,1.336095,134.699997,6312,850226.38
12/16/2010,1242.869995,133.809998,37.77,28.280001,1.322401,133.809998,9162,1225967.2
12/17/2010,1243.910034,134.199997,37.810001,28.51,1.323995,134.199997,2590,347577.99
12/20/2010,1247.079956,135.110001,38.049999,28.709999,1.3165,135.110001,2118,286162.98
12/21/2010,1254.599976,135.320007,38.290001,28.639999,1.311802,135.320007,4304,582417.31
12/22/2010,1258.839966,135.050003,38.639999,28.57,1.309003,135.050003,5713,771540.67
12/23/2010,1256.77002,134.660004,38.98,28.610001,1.311544,134.660004,4159,560050.96
12/27/2010,1257.540039,135.020004,38.709999,28.59,1.307976,135.020004,9744,1315634.92
12/28/2010,1258.51001,137.220001,38.91,29.530001,1.318965,137.220001,3174,435536.28
12/29/2010,1259.780029,137.710007,38.82,29.870001,1.308627,137.710007,6977,960802.72
12/30/2010,1257.880005,137.029999,38.119999,29.76,1.322454,137.029999,3662,501803.86
12/31/2010,1257.640015,138.720001,39.0,30.18,1.330123,138.720001,3629,503414.88
01-03-2011,1271.869995,138.0,39.049999,29.98,1.335791,138.0,1905,262890.0
01-04-2011,1270.199951,134.75,38.080002,29.08,1.335684,134.75,3819,514610.25
01-05-2011,1276.560059,134.369995,38.52,28.610001,1.332108,134.369995,8320,1117958.36
01-06-2011,1273.849976,133.830002,37.68,28.42,1.315686,133.830002,9117,1220128.13
01-07-2011,1271.5,133.580002,37.669998,28.1,1.297993,133.580002,8291,1107511.8
01-10-2011,1269.75,134.119995,38.169998,28.290001,1.289507,134.119995,9601,1287686.07
01-11-2011,1274.47998,134.910004,38.880001,28.889999,1.296496,134.910004,5698,768717.2
01-12-2011,1285.959961,135.460007,38.990002,29.0,1.298398,135.460007,1801,243963.47
1/13/2011,1283.76001,134.050003,38.650002,28.0,1.312836,134.050003,4807,644378.36
1/14/2011,1293.23999,132.690002,38.919998,27.74,1.335327,132.690002,4490,595778.11
1/18/2011,1295.02002,133.429993,38.73,28.15,1.328392,133.429993,6379,851149.93
1/19/2011,1281.920044,133.720001,38.540001,28.08,1.337811,133.720001,1363,182260.36
1/20/2011,1280.26001,131.199997,37.57,26.85,1.345207,131.199997,2100,275519.99
1/21/2011,1283.349976,131.029999,37.509998,26.83,1.346801,131.029999,4794,628157.82
1/24/2011,1290.839966,130.360001,36.93,26.360001,1.361953,130.360001,7695,1003120.21
1/25/2011,1291.180054,130.100006,36.27,26.23,1.364405,130.100006,8184,1064738.45
1/26/2011,1296.630005,131.160004,36.849998,26.889999,1.368607,131.160004,6487,850834.95
1/27/2011,1299.540039,127.93,35.939999,26.290001,1.371009,127.93,5477,700672.61
1/28/2011,1276.339966,130.279999,37.580002,27.299999,1.372307,130.279999,2777,361787.56
1/31/2011,1286.119995,129.869995,38.610001,27.389999,1.357276,129.869995,9723,1262725.96
02-01-2011,1307.589966,130.800003,38.07,27.870001,1.371385,130.800003,3547,463947.61
02-02-2011,1304.030029,130.449997,38.18,27.690001,1.382992,130.449997,4241,553238.44
02-03-2011,1307.099976,132.199997,38.09,28.290001,1.381788,132.199997,9566,1264625.17
02-04-2011,1310.869995,131.660004,37.34,28.4,1.362454,131.660004,7290,959801.43
02-07-2011,1319.050049,131.679993,36.66,28.66,1.357497,131.679993,3135,412816.78
02-08-2011,1324.569946,133.139999,36.639999,29.639999,1.359194,133.139999,1386,184532.04
02-09-2011,1320.880005,133.070007,36.5,29.52,1.362695,133.070007,9213,1225973.97
02-10-2011,1321.869995,132.850006,36.540001,29.459999,1.3721,132.850006,4750,631037.53
02-11-2011,1329.150024,132.320007,36.049999,29.209999,1.360193,132.320007,8964,1186116.54
2/14/2011,1332.319946,132.949997,35.880001,29.959999,1.351004,132.949997,9745,1295597.72
2/15/2011,1328.01001,133.970001,35.389999,30.0,1.348109,133.970001,6979,934976.64
2/16/2011,1336.319946,134.100006,35.529999,29.959999,1.349856,134.100006,2580,345978.02
2/17/2011,1340.430054,135.039993,36.060001,31.030001,1.357534,135.039993,4812,649812.45
2/18/2011,1343.01001,135.410004,36.360001,31.790001,1.362602,135.410004,4604,623427.66
2/22/2011,1315.439941,136.289993,38.490002,32.259998,1.368232,136.289993,7448,1015087.87
2/23/2011,1307.400024,137.509995,39.799999,32.709999,1.367372,137.509995,1016,139710.15
2/24/2011,1306.099976,136.479996,38.970001,31.200001,1.376406,136.479996,8799,1200887.48
2/25/2011,1319.880005,137.380005,39.68,32.560001,1.381998,137.380005,6917,950257.49
2/28/2011,1327.219971,137.660004,39.189999,33.110001,1.373438,137.660004,9451,1301024.7
03-01-2011,1306.329956,140.029999,40.48,33.869999,1.382151,140.029999,6649,931059.46
03-02-2011,1308.439941,139.919998,41.389999,33.84,1.377183,139.919998,2429,339865.68
03-03-2011,1330.969971,138.089996,41.18,33.419998,1.386655,138.089996,2078,286951.01
03-04-2011,1321.150024,139.350006,42.330002,34.689999,1.395888,139.350006,5161,719185.38
03-07-2011,1310.130005,139.720001,42.369999,35.23,1.399071,139.720001,6022,841393.85
03-08-2011,1321.819946,139.360001,42.310001,35.18,1.396394,139.360001,1367,190505.12
03-09-2011,1320.02002,139.410004,42.049999,35.27,1.389796,139.410004,3515,490026.16
03-10-2011,1295.109985,137.770004,41.400002,34.360001,1.390221,137.770004,6343,873875.14
03-11-2011,1304.280029,138.220001,40.689999,35.029999,1.380129,138.220001,1626,224745.72
3/14/2011,1296.390015,138.860001,40.91,35.009998,1.393456,138.860001,5754,799000.45
3/15/2011,1281.869995,136.270004,39.389999,33.610001,1.399208,136.270004,2616,356482.33
3/16/2011,1256.880005,136.240005,39.68,33.369999,1.398621,136.240005,8329,1134743.0
3/17/2011,1273.719971,136.970001,40.689999,33.509998,1.388484,136.970001,7907,1083021.8
3/18/2011,1279.209961,138.369995,40.970001,34.27,1.403292,138.369995,6139,849453.4
3/21/2011,1298.380005,139.139999,41.130001,35.299999,1.417053,139.139999,7429,1033671.05
3/22/2011,1293.77002,139.050003,41.93,35.540001,1.421707,139.050003,5137,714299.87
3/23/2011,1297.540039,140.339996,42.110001,36.470001,1.416812,140.339996,3511,492733.73
3/24/2011,1309.660034,139.220001,42.049999,36.119999,1.410596,139.220001,5100,710022.01
3/25/2011,1313.800049,139.259995,42.18,36.389999,1.417193,139.259995,8114,1129955.6
3/28/2011,1310.189941,138.539993,41.419998,36.189999,1.407975,138.539993,8196,1135473.78
3/29/2011,1319.439941,138.210007,41.830002,36.169998,1.411114,138.210007,4795,662716.98
3/30/2011,1328.26001,138.669998,41.66,36.529999,1.41213,138.669998,2131,295505.77
3/31/2011,1325.829956,139.860001,42.599998,36.77,1.415869,139.860001,3449,482377.14
04-04-2011,1332.869995,139.839996,43.259998,37.580002,1.42201,139.839996,7025,982375.97
04-05-2011,1332.630005,142.050003,43.099998,38.34,1.421909,142.050003,5234,743489.72
04-06-2011,1335.540039,142.380005,43.369999,38.619999,1.433527,142.380005,4761,677871.2
04-07-2011,1333.51001,142.509995,43.990002,38.73,1.430206,142.509995,4859,692456.07
04-11-2011,1324.459961,142.639999,43.639999,39.209999,1.443793,142.639999,8120,1158236.79
04-12-2011,1314.160034,141.610001,42.299999,39.09,1.447639,141.610001,9289,1315415.3
4/13/2011,1314.410034,141.899994,42.75,39.57,1.44421,141.899994,8601,1220481.85
4/14/2011,1314.52002,143.809998,43.279999,41.07,1.44321,143.809998,8194,1178379.12
4/18/2011,1305.140015,145.929993,42.880001,42.419998,1.422394,145.929993,2217,323526.79
4/19/2011,1312.619995,145.929993,42.950001,43.0,1.433795,145.929993,9239,1348247.21
4/20/2011,1330.359985,146.5,44.220001,44.119999,1.4514,146.5,8853,1296964.5
4/21/2011,1337.380005,146.740005,44.57,45.540001,1.455498,146.740005,7775,1140903.54
4/25/2011,1335.25,146.869995,44.529999,45.830002,1.457896,146.869995,1874,275234.37
4/26/2011,1347.23999,146.380005,44.48,44.029999,1.468795,146.380005,7854,1149668.56
4/27/2011,1355.660034,149.199997,45.02,47.0,1.478,149.199997,8521,1271333.17
4/28/2011,1360.47998,149.820007,44.830002,47.259998,1.484406,149.820007,5617,841538.98
05-02-2011,1361.219971,150.410004,44.93,42.830002,1.482382,150.410004,6770,1018275.73
05-03-2011,1356.619995,149.880005,44.080002,40.580002,1.483327,149.880005,5037,754945.59
05-04-2011,1347.319946,147.729996,43.259998,38.27,1.482975,147.729996,6730,994222.87
05-05-2011,1335.099976,143.470001,39.32,33.720001,1.45444,143.470001,2448,351214.56
05-09-2011,1346.290039,147.380005,40.869999,36.98,1.437608,147.380005,5684,837707.95
05-10-2011,1357.160034,147.899994,41.080002,37.52,1.441109,147.899994,2886,426839.38
05-11-2011,1342.079956,146.539993,39.349998,34.389999,1.4211,146.539993,5097,746914.34
05-12-2011,1348.650024,146.589996,39.279999,33.32,1.423792,146.589996,4422,648220.96
5/16/2011,1329.469971,145.369995,38.509998,32.849998,1.415809,145.369995,2506,364297.21
5/17/2011,1328.97998,144.740005,38.549999,33.09,1.4269,144.740005,8412,1217552.92
5/18/2011,1340.680054,145.600006,39.5,34.23,1.425517,145.600006,6936,1009881.64
5/19/2011,1343.599976,145.649994,39.07,34.259998,1.431619,145.649994,5529,805298.82
5/23/2011,1317.369995,147.830002,38.470001,34.27,1.403666,147.830002,7224,1067923.93
5/24/2011,1316.280029,148.589996,39.279999,35.77,1.4099,148.589996,3482,517390.37
5/25/2011,1320.469971,148.580002,39.93,36.919998,1.40849,148.580002,9914,1473022.14
5/26/2011,1325.689941,148.220001,39.599998,36.509998,1.413507,148.220001,1710,253456.2
5/31/2011,1345.199951,149.639999,40.5,37.599998,1.442793,149.639999,1900,284316.0
06-01-2011,1314.550049,149.910004,39.52,35.75,1.434494,149.910004,8028,1203477.51
06-02-2011,1312.939941,149.5,39.68,35.290001,1.448604,149.5,8669,1296015.5
06-06-2011,1286.170044,150.479996,39.0,35.709999,1.4583,150.479996,1160,174556.8
06-07-2011,1284.939941,150.419998,39.049999,36.119999,1.468601,150.419998,3045,458028.89
06-08-2011,1279.560059,149.809998,39.849998,36.029999,1.460195,149.809998,7917,1186045.75
06-09-2011,1289.0,150.559998,40.139999,36.669998,1.451568,150.559998,3446,518829.75
6/13/2011,1271.829956,147.770004,38.259998,33.869999,1.441691,147.770004,8080,1193981.63
6/14/2011,1287.869995,148.669998,39.099998,34.669998,1.445003,148.669998,2315,344171.05
6/15/2011,1265.420044,149.119995,37.580002,34.880001,1.418198,149.119995,3143,468684.14
6/16/2011,1267.640015,148.970001,37.419998,34.650002,1.41991,148.970001,4817,717588.49
6/20/2011,1278.359985,150.029999,36.720001,35.09,1.432542,150.029999,6137,920734.1
6/21/2011,1295.52002,150.759995,36.790001,35.509998,1.438166,150.759995,9944,1499157.39
6/22/2011,1287.140015,150.990005,37.099998,35.5,1.431434,150.990005,1648,248831.53
6/23/2011,1283.5,148.339996,36.009998,34.369999,1.427002,148.339996,8530,1265340.17
6/27/2011,1280.099976,145.729996,35.639999,32.630001,1.43168,145.729996,4309,627950.55
6/28/2011,1296.670044,146.240005,36.419998,33.0,1.435791,146.240005,2493,364576.33
6/29/2011,1307.410034,147.179993,37.23,34.009998,1.44789,147.179993,2209,325120.6
6/30/2011,1320.640015,146.0,37.240002,33.84,1.449695,146.0,8554,1248884.0
07-05-2011,1337.880005,147.630005,37.959999,34.630001,1.442814,147.630005,8956,1322174.32
07-06-2011,1339.219971,148.910004,37.889999,35.099998,1.433158,148.910004,1912,284715.93
07-07-2011,1353.219971,149.149994,38.610001,35.5,1.436451,149.149994,1043,155563.44
07-11-2011,1319.48999,151.589996,37.290001,34.900002,1.40406,151.589996,2359,357600.8
07-12-2011,1313.640015,152.770004,37.93,35.200001,1.396902,152.770004,4209,643008.95
7/13/2011,1317.719971,154.139999,38.349998,37.23,1.423427,154.139999,1243,191596.02
7/14/2011,1308.869995,154.539993,37.549999,37.41,1.415729,154.539993,3218,497309.7
7/18/2011,1305.439941,156.570007,37.59,39.470001,1.411194,156.570007,9748,1526244.43
7/19/2011,1326.72998,154.660004,38.25,38.009998,1.417294,154.660004,8703,1346006.01
7/20/2011,1325.839966,156.020004,38.400002,39.119999,1.427002,156.020004,2128,332010.57
7/21/2011,1343.800049,154.830002,38.720001,38.310001,1.442003,154.830002,9637,1492096.73
7/25/2011,1337.430054,157.339996,38.68,39.310001,1.437153,157.339996,5635,886610.88
7/26/2011,1331.939941,157.770004,38.810001,39.889999,1.45081,157.770004,1769,279095.14
7/27/2011,1304.890015,157.190002,37.970001,39.169998,1.437298,157.190002,3372,530044.69
7/28/2011,1300.670044,157.320007,37.91,38.759998,1.433199,157.320007,6947,1092902.09
08-01-2011,1286.939941,157.720001,37.200001,38.290001,1.426208,157.720001,9290,1465218.81
08-02-2011,1254.050049,161.520004,36.400002,39.82,1.417334,161.520004,3068,495543.37
08-03-2011,1260.339966,161.490005,35.860001,40.549999,1.435297,161.490005,7762,1253485.42
08-04-2011,1200.069946,160.639999,33.73,37.610001,1.406707,160.639999,9958,1599653.11
08-08-2011,1119.459961,167.119995,31.51,37.970001,1.417073,167.119995,1713,286276.55
08-09-2011,1172.530029,168.610001,31.620001,36.32,1.438311,168.610001,8552,1441952.73
08-10-2011,1120.76001,174.580002,31.780001,38.439999,1.412469,174.580002,4970,867662.61
08-11-2011,1172.640015,170.75,33.299999,37.799999,1.422637,170.75,3635,620676.25
8/15/2011,1204.48999,171.800003,34.220001,38.669998,1.443835,171.800003,6939,1192120.22
8/16/2011,1192.76001,173.919998,33.830002,39.029999,1.439802,173.919998,4541,789770.71
8/17/2011,1193.890015,174.419998,34.009998,39.330002,1.442918,174.419998,4191,730994.21
8/18/2011,1140.650024,177.720001,31.719999,39.66,1.432439,177.720001,2509,445899.48
8/22/2011,1123.819946,184.589996,32.720001,42.630001,1.436101,184.589996,3832,707348.86
8/23/2011,1162.349976,177.669998,33.419998,40.630001,1.44371,177.669998,5463,970611.2
8/24/2011,1177.599976,171.649994,33.080002,38.830002,1.441234,171.649994,9520,1634107.94
8/25/2011,1159.27002,172.360001,32.970001,40.0,1.437298,172.360001,2046,352648.56
8/29/2011,1210.079956,173.889999,33.959999,39.720001,1.452433,173.889999,6020,1046817.79
8/30/2011,1212.920044,179.100006,34.439999,40.400002,1.443314,179.100006,3147,563627.72
8/31/2011,1218.890015,177.720001,34.509998,40.450001,1.437463,177.720001,1165,207043.8
09-01-2011,1204.420044,177.869995,34.470001,40.52,1.426208,177.869995,2384,424042.07
09-06-2011,1165.23999,182.899994,33.59,41.049999,1.400325,182.899994,3959,724101.08
09-07-2011,1198.619995,177.080002,34.689999,40.529999,1.40857,177.080002,2847,504146.77
09-08-2011,1185.900024,181.809998,34.459999,41.220001,1.390414,181.809998,3693,671424.32
09-12-2011,1162.27002,176.669998,34.419998,39.139999,1.366027,176.669998,2873,507572.9
9/13/2011,1172.869995,178.539993,34.849998,39.869999,1.368607,178.539993,8562,1528659.42
9/14/2011,1188.680054,177.210007,34.34,39.599998,1.374608,177.210007,3919,694486.02
9/15/2011,1209.109985,174.399994,34.599998,38.790001,1.386905,174.399994,5340,931295.97
9/19/2011,1204.089966,173.309998,33.290001,38.650002,1.360563,173.309998,5299,918369.68
9/20/2011,1202.089966,175.779999,33.43,38.830002,1.369394,175.779999,3914,688002.92
9/21/2011,1166.76001,173.589996,32.919998,38.560001,1.358603,173.589996,9502,1649452.14
9/22/2011,1129.560059,169.050003,31.129999,34.919998,1.34809,169.050003,6928,1171178.42
9/26/2011,1162.949951,157.580002,31.469999,29.77,1.351808,157.580002,3320,523165.61
9/27/2011,1175.380005,160.630005,32.369999,31.17,1.358234,160.630005,8212,1319093.6
9/28/2011,1151.060059,156.220001,31.25,28.870001,1.353766,156.220001,2796,436791.12
9/29/2011,1160.400024,157.699997,31.969999,29.959999,1.358585,157.699997,5246,827294.18
10-03-2011,1099.22998,160.960007,29.74,29.49,1.319505,160.960007,5824,937431.08
10-04-2011,1123.949951,157.639999,29.91,29.09,1.333013,157.639999,8664,1365792.95
10-05-2011,1144.030029,159.460007,30.84,29.66,1.333992,159.460007,6247,996146.66
10-06-2011,1164.969971,160.490005,31.98,31.200001,1.342895,160.490005,2780,446162.21
10-10-2011,1194.890015,163.270004,33.240002,31.26,1.36355,163.270004,1178,192332.06
10-11-2011,1195.540039,162.100006,33.009998,31.379999,1.364573,162.100006,5941,963036.14
10-12-2011,1207.25,163.259995,32.919998,31.77,1.379196,163.259995,8012,1308039.08
10/13/2011,1203.660034,162.300003,32.650002,30.940001,1.373551,162.300003,3417,554579.11
10/17/2011,1200.859985,162.619995,33.43,31.040001,1.3744,162.619995,7711,1253962.78
10/18/2011,1225.380005,161.839996,34.150002,31.33,1.374004,161.839996,2858,462538.71
10/19/2011,1209.880005,159.869995,33.310001,30.23,1.3765,159.869995,1942,310467.53
10/20/2011,1215.390015,157.770004,33.330002,29.73,1.377904,157.770004,2620,413357.41
10/24/2011,1254.189941,161.020004,35.380001,30.870001,1.392234,161.020004,6663,1072876.29
10/25/2011,1229.050049,165.589996,35.799999,32.43,1.390453,165.589996,2090,346083.09
10/26/2011,1242.0,167.399994,35.060001,32.5,1.387694,167.399994,1707,285751.79
10/27/2011,1284.589966,169.550003,36.209999,34.099998,1.417394,169.550003,4218,715161.91
10/31/2011,1253.300049,167.339996,35.740002,33.439999,1.414007,167.339996,4837,809423.56
11-01-2011,1218.280029,167.380005,35.200001,32.330002,1.386001,167.380005,1944,325386.73
11-02-2011,1237.900024,169.059998,35.669998,33.25,1.365598,169.059998,3038,513604.27
11-03-2011,1261.150024,171.720001,36.32,33.619999,1.369,171.720001,6637,1139705.65
11-04-2011,1253.22998,170.850006,36.459999,33.200001,1.382992,170.850006,2028,346483.81
11-07-2011,1261.119995,174.979996,37.09,34.080002,1.37893,174.979996,3289,575509.21
11-08-2011,1275.920044,173.529999,37.43,34.0,1.376008,173.529999,2075,360074.75
11-09-2011,1229.099976,172.070007,37.0,33.099998,1.382648,172.070007,5453,938297.75
11-10-2011,1239.699951,171.139999,37.720001,33.139999,1.352667,171.139999,6653,1138594.41
11-11-2011,1263.849976,173.960007,38.209999,33.740002,1.361007,173.960007,2747,477868.14
11/14/2011,1251.780029,173.199997,37.860001,33.330002,1.378702,173.199997,9649,1671206.77
11/15/2011,1257.810059,173.360001,38.43,33.66,1.362416,173.360001,9683,1678644.89
11/16/2011,1236.910034,171.509995,39.34,32.82,1.350713,171.509995,6491,1113271.38
11/17/2011,1216.130005,167.100006,38.23,30.639999,1.344104,167.100006,2951,493112.12
11/18/2011,1215.650024,167.619995,37.82,31.4,1.345804,167.619995,6573,1101766.23
11/21/2011,1192.97998,163.5,37.59,30.76,1.352997,163.5,3481,569143.5
11/22/2011,1188.040039,165.309998,37.82,31.889999,1.348436,165.309998,3377,558251.86
11/23/2011,1161.790039,164.830002,37.16,30.93,1.352192,164.830002,7961,1312211.65
11/25/2011,1158.670044,163.399994,37.16,30.200001,1.333102,163.399994,8408,1373867.15
11/28/2011,1192.550049,166.630005,37.849998,31.27,1.331345,166.630005,7555,1258889.69
11/29/2011,1195.189941,166.880005,38.549999,31.030001,1.3317,166.880005,6142,1024976.99
11/30/2011,1246.959961,170.130005,38.779999,32.0,1.33241,170.130005,5945,1011422.88
12-01-2011,1244.579956,169.630005,38.610001,31.860001,1.344393,169.630005,6257,1061374.94
12-02-2011,1244.280029,169.820007,39.029999,31.65,1.346692,169.820007,7383,1253781.11
12-05-2011,1257.079956,167.320007,39.009998,31.049999,1.341904,167.320007,7318,1224447.81
12-06-2011,1258.469971,168.179993,39.0,31.93,1.33867,168.179993,5540,931717.16
12-07-2011,1261.01001,169.399994,38.810001,31.610001,1.341202,169.399994,7948,1346391.15
12-08-2011,1234.349976,165.979996,37.779999,30.700001,1.340375,165.979996,6749,1120198.99
12-09-2011,1255.189941,166.399994,38.5,31.33,1.334543,166.399994,1140,189695.99
12-12-2011,1236.469971,161.990005,37.880001,30.49,1.337167,161.990005,4622,748717.8
12/13/2011,1225.72998,158.449997,38.610001,29.82,1.317107,158.449997,2956,468378.19
12/14/2011,1211.819946,152.889999,36.66,28.07,1.301914,152.889999,3914,598411.46
12/15/2011,1215.75,152.330002,36.130001,28.219999,1.298802,152.330002,8717,1327860.63
12/16/2011,1219.660034,155.229996,36.27,28.85,1.302966,155.229996,6941,1077451.4
